,index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
1563,1564,2011-03-10,1,0,3,14,0,4,1,3,0.44,0.0,0.2985,12
1564,1565,2011-03-10,1,0,3,15,0,4,1,3,0.44,0.0,0.2239,14
1565,1566,2011-03-10,1,0,3,16,0,4,1,3,0.42,0.0,0.2537,21
1566,1567,2011-03-10,1,0,3,17,0,4,1,2,0.44,0.0,0.3881,111
1567,1568,2011-03-10,1,0,3,18,0,4,1,3,0.44,0.0,0.3582,82
1568,1569,2011-03-10,1,0,3,19,0,4,1,3,0.44,0.0,0.5821,56
1569,1570,2011-03-10,1,0,3,20,0,4,1,3,0.36,0.0,0.3284,38
1570,1571,2011-03-10,1,0,3,21,0,4,1,3,0.36,0.0,0.2239,28
1571,1572,2011-03-10,1,0,3,22,0,4,1,2,0.34,0.0,0.1343,34
1572,1573,2011-03-10,1,0,3,23,0,4,1,3,0.34,0.0,0.0896,27
1573,1574,2011-03-11,1,0,3,0,0,5,1,2,0.34,1.0,0.0896,6
1574,1575,2011-03-11,1,0,3,1,0,5,1,3,0.34,1.0,0.1045,8
1575,1576,2011-03-11,1,0,3,2,0,5,1,3,0.34,1.0,0.1045,5
1576,1577,2011-03-11,1,0,3,3,0,5,1,2,0.32,0.93,0.0896,2
1577,1578,2011-03-11,1,0,3,5,0,5,1,1,0.3,0.81,0.2239,7
1578,1579,2011-03-11,1,0,3,6,0,5,1,1,0.26,0.81,0.2836,32
1579,1580,2011-03-11,1,0,3,7,0,5,1,1,0.26,0.7,0.194,114
1580,1581,2011-03-11,1,0,3,8,0,5,1,1,0.28,0.7,0.2537,259
1581,1582,2011-03-11,1,0,3,9,0,5,1,2,0.3,0.61,0.2836,156
1582,1583,2011-03-11,1,0,3,10,0,5,1,2,0.32,0.57,0.2985,78
1583,1584,2011-03-11,1,0,3,11,0,5,1,2,0.32,0.57,0.2985,81
1584,1585,2011-03-11,1,0,3,12,0,5,1,2,0.34,0.53,0.2537,111
1585,1586,2011-03-11,1,0,3,13,0,5,1,1,0.36,0.53,0.2537,107
1586,1587,2011-03-11,1,0,3,14,0,5,1,2,0.36,0.5,0.3582,89
1587,1588,2011-03-11,1,0,3,15,0,5,1,2,0.34,0.53,0.2537,85
1588,1589,2011-03-11,1,0,3,16,0,5,1,2,0.34,0.49,0.2985,113
1589,1590,2011-03-11,1,0,3,17,0,5,1,1,0.34,0.49,0.2239,223
1590,1591,2011-03-11,1,0,3,18,0,5,1,1,0.32,0.49,0.3284,153
1591,1592,2011-03-11,1,0,3,19,0,5,1,1,0.3,0.56,0.3284,118
1592,1593,2011-03-11,1,0,3,20,0,5,1,1,0.3,0.56,0.1642,76
1593,1594,2011-03-11,1,0,3,21,0,5,1,2,0.3,0.52,0.2537,53
1594,1595,2011-03-11,1,0,3,22,0,5,1,1,0.3,0.52,0.1642,64
1595,1596,2011-03-11,1,0,3,23,0,5,1,1,0.3,0.52,0.2537,37
1596,1597,2011-03-12,1,0,3,0,0,6,0,1,0.26,0.6,0.1343,34
1597,1598,2011-03-12,1,0,3,1,0,6,0,1,0.24,0.65,0.194,18
1598,1599,2011-03-12,1,0,3,2,0,6,0,1,0.24,0.65,0.194,14
1599,1600,2011-03-12,1,0,3,3,0,6,0,1,0.24,0.65,0.2537,7
1600,1601,2011-03-12,1,0,3,4,0,6,0,1,0.24,0.65,0.2537,1
1601,1602,2011-03-12,1,0,3,5,0,6,0,1,0.22,0.69,0.194,2
1602,1603,2011-03-12,1,0,3,6,0,6,0,1,0.22,0.75,0.2537,4
1603,1604,2011-03-12,1,0,3,7,0,6,0,1,0.24,0.7,0.194,23
1604,1605,2011-03-12,1,0,3,8,0,6,0,1,0.26,0.65,0.1642,53
1605,1606,2011-03-12,1,0,3,9,0,6,0,1,0.28,0.65,0.1045,101
1606,1607,2011-03-12,1,0,3,10,0,6,0,1,0.32,0.66,0.2239,99
1607,1608,2011-03-12,1,0,3,11,0,6,0,1,0.34,0.49,0.3284,119
1608,1609,2011-03-12,1,0,3,12,0,6,0,1,0.34,0.53,0.2836,158
1609,1610,2011-03-12,1,0,3,13,0,6,0,1,0.36,0.51,0.3582,157
1610,1611,2011-03-12,1,0,3,14,0,6,0,1,0.4,0.5,0.4478,166
1611,1612,2011-03-12,1,0,3,15,0,6,0,1,0.42,0.44,0.4925,182
1612,1613,2011-03-12,1,0,3,16,0,6,0,1,0.46,0.41,0.4478,244
1613,1614,2011-03-12,1,0,3,17,0,6,0,1,0.46,0.44,0.3284,213
1614,1615,2011-03-12,1,0,3,18,0,6,0,1,0.42,0.54,0.1642,145
1615,1616,2011-03-12,1,0,3,19,0,6,0,1,0.42,0.54,0.0896,112
1616,1617,2011-03-12,1,0,3,20,0,6,0,1,0.4,0.58,0.1045,86
1617,1618,2011-03-12,1,0,3,21,0,6,0,1,0.38,0.62,0.0,82
1618,1619,2011-03-12,1,0,3,22,0,6,0,1,0.36,0.71,0.0,63
1619,1620,2011-03-12,1,0,3,23,0,6,0,1,0.38,0.66,0.0896,49
1620,1621,2011-03-13,1,0,3,0,0,0,0,1,0.38,0.62,0.1045,38
1621,1622,2011-03-13,1,0,3,1,0,0,0,1,0.36,0.66,0.1343,33
1622,1623,2011-03-13,1,0,3,3,0,0,0,1,0.34,0.76,0.1343,23
1623,1624,2011-03-13,1,0,3,4,0,0,0,1,0.34,0.66,0.1642,13
1624,1625,2011-03-13,1,0,3,5,0,0,0,1,0.36,0.62,0.1343,3
1625,1626,2011-03-13,1,0,3,6,0,0,0,1,0.34,0.66,0.0,2
1626,1627,2011-03-13,1,0,3,7,0,0,0,1,0.36,0.62,0.194,10
1627,1628,2011-03-13,1,0,3,8,0,0,0,1,0.4,0.5,0.2985,34
1628,1629,2011-03-13,1,0,3,9,0,0,0,1,0.4,0.5,0.4179,44
1629,1630,2011-03-13,1,0,3,10,0,0,0,1,0.42,0.47,0.2537,122
1630,1631,2011-03-13,1,0,3,11,0,0,0,1,0.44,0.41,0.4179,181
1631,1632,2011-03-13,1,0,3,12,0,0,0,1,0.46,0.38,0.3881,194
1632,1633,2011-03-13,1,0,3,13,0,0,0,1,0.46,0.38,0.3881,221
1633,1634,2011-03-13,1,0,3,14,0,0,0,1,0.46,0.41,0.2985,250
1634,1635,2011-03-13,1,0,3,15,0,0,0,1,0.48,0.39,0.3284,304
1635,1636,2011-03-13,1,0,3,16,0,0,0,1,0.46,0.41,0.3881,256
1636,1637,2011-03-13,1,0,3,17,0,0,0,1,0.44,0.41,0.3582,241
1637,1638,2011-03-13,1,0,3,18,0,0,0,1,0.4,0.43,0.3582,147
1638,1639,2011-03-13,1,0,3,19,0,0,0,1,0.36,0.5,0.3582,101
1639,1640,2011-03-13,1,0,3,20,0,0,0,1,0.32,0.57,0.2985,77
1640,1641,2011-03-13,1,0,3,21,0,0,0,1,0.3,0.56,0.2537,58
1641,1642,2011-03-13,1,0,3,22,0,0,0,1,0.3,0.56,0.3284,37
1642,1643,2011-03-13,1,0,3,23,0,0,0,1,0.26,0.65,0.2239,28
1643,1644,2011-03-14,1,0,3,0,0,1,1,1,0.26,0.65,0.1045,11
1644,1645,2011-03-14,1,0,3,1,0,1,1,1,0.26,0.65,0.0896,1
1645,1646,2011-03-14,1,0,3,2,0,1,1,1,0.26,0.65,0.0896,1
1646,1647,2011-03-14,1,0,3,3,0,1,1,1,0.26,0.65,0.1343,3
1647,1648,2011-03-14,1,0,3,5,0,1,1,1,0.24,0.7,0.1343,8
1648,1649,2011-03-14,1,0,3,6,0,1,1,1,0.26,0.65,0.1343,28
1649,1650,2011-03-14,1,0,3,7,0,1,1,2,0.28,0.61,0.0,88
1650,1651,2011-03-14,1,0,3,8,0,1,1,2,0.3,0.56,0.1343,241
1651,1652,2011-03-14,1,0,3,9,0,1,1,1,0.32,0.53,0.3284,140
1652,1653,2011-03-14,1,0,3,10,0,1,1,1,0.34,0.42,0.2537,84
1653,1654,2011-03-14,1,0,3,11,0,1,1,1,0.36,0.4,0.2537,71
1654,1655,2011-03-14,1,0,3,12,0,1,1,1,0.38,0.37,0.0,94
1655,1656,2011-03-14,1,0,3,13,0,1,1,1,0.38,0.36,0.3284,75
1656,1657,2011-03-14,1,0,3,14,0,1,1,2,0.38,0.34,0.0,79
1657,1658,2011-03-14,1,0,3,15,0,1,1,1,0.38,0.37,0.1642,101
1658,1659,2011-03-14,1,0,3,16,0,1,1,1,0.4,0.35,0.1045,107
1659,1660,2011-03-14,1,0,3,17,0,1,1,1,0.38,0.4,0.194,271
1660,1661,2011-03-14,1,0,3,18,0,1,1,1,0.36,0.4,0.1045,235
1661,1662,2011-03-14,1,0,3,19,0,1,1,1,0.36,0.43,0.1343,150
1662,1663,2011-03-14,1,0,3,20,0,1,1,1,0.34,0.46,0.2239,129
1663,1664,2011-03-14,1,0,3,21,0,1,1,1,0.34,0.46,0.1343,63
1664,1665,2011-03-14,1,0,3,22,0,1,1,1,0.32,0.49,0.1045,47
1665,1666,2011-03-14,1,0,3,23,0,1,1,1,0.32,0.53,0.0,19
1666,1667,2011-03-15,1,0,3,0,0,2,1,1,0.32,0.53,0.0,14
1667,1668,2011-03-15,1,0,3,1,0,2,1,1,0.3,0.62,0.0896,10
1668,1669,2011-03-15,1,0,3,2,0,2,1,1,0.3,0.62,0.0896,3
1669,1670,2011-03-15,1,0,3,4,0,2,1,1,0.24,0.75,0.0896,2
1670,1671,2011-03-15,1,0,3,5,0,2,1,1,0.24,0.75,0.194,11
1671,1672,2011-03-15,1,0,3,6,0,2,1,1,0.22,0.8,0.194,35
1672,1673,2011-03-15,1,0,3,7,0,2,1,1,0.24,0.75,0.1642,119
1673,1674,2011-03-15,1,0,3,8,0,2,1,1,0.26,0.7,0.0896,282
1674,1675,2011-03-15,1,0,3,9,0,2,1,2,0.3,0.7,0.0,157
1675,1676,2011-03-15,1,0,3,10,0,2,1,2,0.32,0.66,0.194,78
1676,1677,2011-03-15,1,0,3,11,0,2,1,2,0.34,0.57,0.2239,78
1677,1678,2011-03-15,1,0,3,12,0,2,1,2,0.36,0.5,0.2239,102
1678,1679,2011-03-15,1,0,3,13,0,2,1,2,0.36,0.57,0.2836,97
1679,1680,2011-03-15,1,0,3,14,0,2,1,2,0.38,0.46,0.2985,88
1680,1681,2011-03-15,1,0,3,15,0,2,1,2,0.38,0.43,0.2836,90
1681,1682,2011-03-15,1,0,3,16,0,2,1,2,0.38,0.46,0.3284,114
1682,1683,2011-03-15,1,0,3,17,0,2,1,2,0.36,0.62,0.194,217
1683,1684,2011-03-15,1,0,3,18,0,2,1,2,0.36,0.62,0.2985,225
1684,1685,2011-03-15,1,0,3,19,0,2,1,2,0.34,0.71,0.2836,152
1685,1686,2011-03-15,1,0,3,20,0,2,1,2,0.34,0.71,0.2836,88
1686,1687,2011-03-15,1,0,3,21,0,2,1,3,0.32,0.81,0.1045,55
1687,1688,2011-03-15,1,0,3,22,0,2,1,2,0.32,0.87,0.1642,21
1688,1689,2011-03-15,1,0,3,23,0,2,1,2,0.32,0.87,0.1642,18
1689,1690,2011-03-16,1,0,3,0,0,3,1,3,0.3,0.93,0.2537,8
1690,1691,2011-03-16,1,0,3,1,0,3,1,3,0.3,1.0,0.2985,3
1691,1692,2011-03-16,1,0,3,3,0,3,1,2,0.28,1.0,0.2239,3
1692,1693,2011-03-16,1,0,3,4,0,3,1,2,0.3,0.93,0.1642,1
1693,1694,2011-03-16,1,0,3,5,0,3,1,2,0.3,0.93,0.1045,3
1694,1695,2011-03-16,1,0,3,6,0,3,1,2,0.3,0.93,0.1045,31
1695,1696,2011-03-16,1,0,3,7,0,3,1,2,0.3,0.93,0.194,111
1696,1697,2011-03-16,1,0,3,8,0,3,1,2,0.32,0.93,0.0,253
1697,1698,2011-03-16,1,0,3,9,0,3,1,2,0.32,0.93,0.1343,154
1698,1699,2011-03-16,1,0,3,10,0,3,1,2,0.36,0.81,0.1642,68
1699,1700,2011-03-16,1,0,3,11,0,3,1,2,0.36,0.81,0.1343,75
1700,1701,2011-03-16,1,0,3,12,0,3,1,2,0.4,0.71,0.1045,88
1701,1702,2011-03-16,1,0,3,13,0,3,1,2,0.4,0.76,0.1343,99
1702,1703,2011-03-16,1,0,3,14,0,3,1,2,0.4,0.76,0.2239,100
1703,1704,2011-03-16,1,0,3,15,0,3,1,2,0.4,0.76,0.2537,101
1704,1705,2011-03-16,1,0,3,16,0,3,1,2,0.4,0.76,0.1642,151
1705,1706,2011-03-16,1,0,3,17,0,3,1,2,0.44,0.54,0.2985,253
1706,1707,2011-03-16,1,0,3,18,0,3,1,2,0.44,0.54,0.2239,237
1707,1708,2011-03-16,1,0,3,19,0,3,1,2,0.44,0.51,0.3284,168
1708,1709,2011-03-16,1,0,3,20,0,3,1,2,0.42,0.54,0.2985,121
1709,1710,2011-03-16,1,0,3,21,0,3,1,2,0.42,0.58,0.2836,78
1710,1711,2011-03-16,1,0,3,22,0,3,1,2,0.4,0.62,0.3881,59
1711,1712,2011-03-16,1,0,3,23,0,3,1,1,0.4,0.65,0.194,27
1712,1713,2011-03-17,1,0,3,0,0,4,1,1,0.38,0.66,0.2537,23
1713,1714,2011-03-17,1,0,3,1,0,4,1,1,0.36,0.71,0.2239,12
1714,1715,2011-03-17,1,0,3,2,0,4,1,1,0.34,0.71,0.2985,8
1715,1716,2011-03-17,1,0,3,3,0,4,1,1,0.34,0.66,0.1642,2
1716,1717,2011-03-17,1,0,3,4,0,4,1,1,0.34,0.71,0.194,3
1717,1718,2011-03-17,1,0,3,5,0,4,1,1,0.32,0.76,0.1045,13
1718,1719,2011-03-17,1,0,3,6,0,4,1,1,0.32,0.76,0.194,51
1719,1720,2011-03-17,1,0,3,7,0,4,1,1,0.32,0.76,0.1343,140
1720,1721,2011-03-17,1,0,3,8,0,4,1,1,0.36,0.66,0.1343,299
1721,1722,2011-03-17,1,0,3,9,0,4,1,1,0.4,0.62,0.2537,185
1722,1723,2011-03-17,1,0,3,10,0,4,1,1,0.44,0.54,0.3284,78
1723,1724,2011-03-17,1,0,3,11,0,4,1,1,0.44,0.54,0.2836,86
1724,1725,2011-03-17,1,0,3,12,0,4,1,1,0.5,0.45,0.2239,105
1725,1726,2011-03-17,1,0,3,13,0,4,1,2,0.52,0.42,0.0896,111
1726,1727,2011-03-17,1,0,3,14,0,4,1,1,0.5,0.45,0.1045,119
1727,1728,2011-03-17,1,0,3,15,0,4,1,1,0.52,0.42,0.2537,125
1728,1729,2011-03-17,1,0,3,16,0,4,1,1,0.5,0.48,0.2836,142
1729,1730,2011-03-17,1,0,3,17,0,4,1,1,0.5,0.42,0.194,313
1730,1731,2011-03-17,1,0,3,18,0,4,1,2,0.46,0.59,0.1642,310
1731,1732,2011-03-17,1,0,3,19,0,4,1,1,0.44,0.58,0.194,207
1732,1733,2011-03-17,1,0,3,20,0,4,1,1,0.42,0.67,0.2239,137
1733,1734,2011-03-17,1,0,3,21,0,4,1,1,0.42,0.62,0.2239,138
1734,1735,2011-03-17,1,0,3,22,0,4,1,1,0.4,0.66,0.2239,87
1735,1736,2011-03-17,1,0,3,23,0,4,1,1,0.42,0.62,0.2836,50
1736,1737,2011-03-18,1,0,3,0,0,5,1,1,0.42,0.58,0.2836,29
1737,1738,2011-03-18,1,0,3,1,0,5,1,1,0.4,0.62,0.2537,16
1738,1739,2011-03-18,1,0,3,2,0,5,1,1,0.4,0.62,0.194,14
1739,1740,2011-03-18,1,0,3,3,0,5,1,1,0.36,0.71,0.194,5
1740,1741,2011-03-18,1,0,3,5,0,5,1,1,0.38,0.66,0.1642,10
1741,1742,2011-03-18,1,0,3,6,0,5,1,1,0.4,0.66,0.194,36
1742,1743,2011-03-18,1,0,3,7,0,5,1,1,0.4,0.66,0.194,123
1743,1744,2011-03-18,1,0,3,8,0,5,1,1,0.42,0.67,0.2537,280
1744,1745,2011-03-18,1,0,3,9,0,5,1,1,0.46,0.63,0.2239,210
1745,1746,2011-03-18,1,0,3,10,0,5,1,1,0.52,0.53,0.2836,117
1746,1747,2011-03-18,1,0,3,11,0,5,1,1,0.54,0.52,0.2836,159
1747,1748,2011-03-18,1,0,3,12,0,5,1,2,0.56,0.49,0.3582,195
1748,1749,2011-03-18,1,0,3,13,0,5,1,1,0.64,0.41,0.2836,175
1749,1750,2011-03-18,1,0,3,14,0,5,1,1,0.66,0.39,0.2537,174
1750,1751,2011-03-18,1,0,3,15,0,5,1,2,0.68,0.39,0.3582,173
1751,1752,2011-03-18,1,0,3,16,0,5,1,1,0.68,0.39,0.2836,204
1752,1753,2011-03-18,1,0,3,17,0,5,1,1,0.7,0.37,0.3284,332
1753,1754,2011-03-18,1,0,3,18,0,5,1,1,0.68,0.39,0.1642,331
1754,1755,2011-03-18,1,0,3,19,0,5,1,1,0.66,0.44,0.1343,190
1755,1756,2011-03-18,1,0,3,20,0,5,1,1,0.62,0.46,0.1343,149
1756,1757,2011-03-18,1,0,3,21,0,5,1,1,0.62,0.46,0.1045,113
1757,1758,2011-03-18,1,0,3,22,0,5,1,1,0.62,0.5,0.1642,118
1758,1759,2011-03-18,1,0,3,23,0,5,1,2,0.6,0.53,0.2239,86
1759,1760,2011-03-19,1,0,3,0,0,6,0,2,0.6,0.53,0.2537,76
1760,1761,2011-03-19,1,0,3,1,0,6,0,2,0.58,0.46,0.3582,51
1761,1762,2011-03-19,1,0,3,2,0,6,0,2,0.56,0.43,0.2239,25
1762,1763,2011-03-19,1,0,3,3,0,6,0,2,0.54,0.39,0.3284,8
1763,1764,2011-03-19,1,0,3,4,0,6,0,1,0.52,0.34,0.4179,3
1764,1765,2011-03-19,1,0,3,5,0,6,0,1,0.52,0.34,0.4179,2
1765,1766,2011-03-19,1,0,3,6,0,6,0,1,0.44,0.44,0.4179,10
1766,1767,2011-03-19,1,0,3,7,0,6,0,1,0.4,0.5,0.3284,13
1767,1768,2011-03-19,1,0,3,8,0,6,0,1,0.42,0.47,0.4925,48
1768,1769,2011-03-19,1,0,3,9,0,6,0,1,0.42,0.44,0.4627,76
1769,1770,2011-03-19,1,0,3,10,0,6,0,1,0.44,0.38,0.4179,140
1770,1771,2011-03-19,1,0,3,11,0,6,0,1,0.46,0.36,0.4478,196
1771,1772,2011-03-19,1,0,3,12,0,6,0,1,0.46,0.33,0.4179,267
1772,1773,2011-03-19,1,0,3,13,0,6,0,1,0.5,0.34,0.4627,301
1773,1774,2011-03-19,1,0,3,14,0,6,0,1,0.5,0.31,0.4925,312
1774,1775,2011-03-19,1,0,3,15,0,6,0,1,0.5,0.29,0.4179,313
1775,1776,2011-03-19,1,0,3,16,0,6,0,1,0.5,0.31,0.3881,304
1776,1777,2011-03-19,1,0,3,17,0,6,0,1,0.48,0.31,0.3284,278
1777,1778,2011-03-19,1,0,3,18,0,6,0,1,0.46,0.31,0.3284,217
1778,1779,2011-03-19,1,0,3,19,0,6,0,1,0.44,0.33,0.2836,154
1779,1780,2011-03-19,1,0,3,20,0,6,0,1,0.42,0.35,0.2239,108
1780,1781,2011-03-19,1,0,3,21,0,6,0,1,0.4,0.37,0.2985,93
1781,1782,2011-03-19,1,0,3,22,0,6,0,1,0.4,0.37,0.3284,72
1782,1783,2011-03-19,1,0,3,23,0,6,0,1,0.38,0.4,0.2985,50
1783,1784,2011-03-20,1,0,3,0,0,0,0,1,0.34,0.49,0.4179,40
1784,1785,2011-03-20,1,0,3,1,0,0,0,1,0.32,0.53,0.3582,24
1785,1786,2011-03-20,1,0,3,2,0,0,0,1,0.3,0.52,0.2836,30
1786,1787,2011-03-20,1,0,3,3,0,0,0,1,0.28,0.56,0.2537,12
1787,1788,2011-03-20,1,0,3,4,0,0,0,1,0.26,0.56,0.2239,3
1788,1789,2011-03-20,1,0,3,5,0,0,0,1,0.26,0.6,0.194,9
1789,1790,2011-03-20,1,0,3,6,0,0,0,1,0.26,0.6,0.2239,4
1790,1791,2011-03-20,1,0,3,7,0,0,0,1,0.24,0.6,0.2239,14
1791,1792,2011-03-20,1,0,3,8,0,0,0,1,0.28,0.56,0.1642,37
1792,1793,2011-03-20,1,0,3,9,0,0,0,1,0.3,0.52,0.1343,78
1793,1794,2011-03-20,1,0,3,10,0,0,0,2,0.32,0.45,0.0,136
1794,1795,2011-03-20,1,0,3,11,0,0,0,1,0.34,0.39,0.1045,203
1795,1796,2011-03-20,1,0,3,12,0,0,0,1,0.36,0.4,0.1045,228
1796,1797,2011-03-20,1,0,3,13,0,0,0,1,0.38,0.34,0.0,203
1797,1798,2011-03-20,1,0,3,14,0,0,0,1,0.4,0.3,0.0,279
1798,1799,2011-03-20,1,0,3,15,0,0,0,1,0.4,0.32,0.0896,308
1799,1800,2011-03-20,1,0,3,16,0,0,0,1,0.42,0.32,0.0,224
1800,1801,2011-03-20,1,0,3,17,0,0,0,1,0.4,0.35,0.2836,226
1801,1802,2011-03-20,1,0,3,18,0,0,0,1,0.38,0.4,0.3582,156
1802,1803,2011-03-20,1,0,3,19,0,0,0,1,0.36,0.43,0.2836,79
1803,1804,2011-03-20,1,0,3,20,0,0,0,1,0.36,0.46,0.2836,67
1804,1805,2011-03-20,1,0,3,21,0,0,0,2,0.34,0.53,0.2836,49
1805,1806,2011-03-20,1,0,3,22,0,0,0,2,0.34,0.53,0.3284,38
1806,1807,2011-03-20,1,0,3,23,0,0,0,3,0.34,0.61,0.3881,24
1807,1808,2011-03-21,1,0,3,0,0,1,1,3,0.34,0.66,0.3881,13
1808,1809,2011-03-21,1,0,3,1,0,1,1,2,0.34,0.71,0.3881,7
1809,1810,2011-03-21,1,0,3,2,0,1,1,2,0.34,0.71,0.3284,6
1810,1811,2011-03-21,1,0,3,3,0,1,1,2,0.34,0.71,0.3284,1
1811,1812,2011-03-21,1,0,3,5,0,1,1,1,0.32,0.81,0.2985,2
1812,1813,2011-03-21,1,0,3,6,0,1,1,3,0.32,0.76,0.2537,32
1813,1814,2011-03-21,1,0,3,7,0,1,1,3,0.3,0.87,0.4179,18
1814,1815,2011-03-21,1,0,3,8,0,1,1,2,0.3,0.87,0.4179,98
1815,1816,2011-03-21,1,0,3,9,0,1,1,2,0.34,0.81,0.3284,127
1816,1817,2011-03-21,1,0,3,10,0,1,1,2,0.38,0.76,0.3881,62
1817,1818,2011-03-21,1,0,3,11,0,1,1,2,0.42,0.71,0.2985,79
1818,1819,2011-03-21,1,0,3,12,0,1,1,2,0.44,0.77,0.2537,81
1819,1820,2011-03-21,1,0,3,13,0,1,1,2,0.5,0.63,0.2239,112
1820,1821,2011-03-21,1,0,3,14,0,1,1,2,0.54,0.64,0.2239,101
1821,1822,2011-03-21,1,0,3,15,0,1,1,2,0.56,0.6,0.2239,107
1822,1823,2011-03-21,1,0,3,16,0,1,1,2,0.54,0.64,0.2836,141
1823,1824,2011-03-21,1,0,3,17,0,1,1,2,0.54,0.64,0.2537,272
1824,1825,2011-03-21,1,0,3,18,0,1,1,2,0.52,0.72,0.2239,276
1825,1826,2011-03-21,1,0,3,19,0,1,1,1,0.58,0.6,0.4179,221
1826,1827,2011-03-21,1,0,3,20,0,1,1,1,0.56,0.64,0.194,122
1827,1828,2011-03-21,1,0,3,21,0,1,1,1,0.46,0.94,0.194,91
1828,1829,2011-03-21,1,0,3,22,0,1,1,1,0.46,0.88,0.2239,78
1829,1830,2011-03-21,1,0,3,23,0,1,1,1,0.46,0.88,0.0896,30
1830,1831,2011-03-22,1,0,3,0,0,2,1,1,0.46,0.88,0.194,11
1831,1832,2011-03-22,1,0,3,1,0,2,1,1,0.42,1.0,0.1343,19
1832,1833,2011-03-22,1,0,3,2,0,2,1,1,0.44,0.94,0.0896,1
1833,1834,2011-03-22,1,0,3,3,0,2,1,1,0.44,0.82,0.2239,5
1834,1835,2011-03-22,1,0,3,4,0,2,1,2,0.42,0.82,0.1642,1
1835,1836,2011-03-22,1,0,3,5,0,2,1,2,0.4,0.87,0.1343,12
1836,1837,2011-03-22,1,0,3,6,0,2,1,1,0.4,0.87,0.2537,60
1837,1838,2011-03-22,1,0,3,7,0,2,1,2,0.4,0.76,0.1045,136
1838,1839,2011-03-22,1,0,3,8,0,2,1,2,0.4,0.58,0.2985,336
1839,1840,2011-03-22,1,0,3,9,0,2,1,2,0.4,0.58,0.4627,178
1840,1841,2011-03-22,1,0,3,10,0,2,1,2,0.44,0.54,0.2985,124
1841,1842,2011-03-22,1,0,3,11,0,2,1,1,0.44,0.51,0.3284,86
1842,1843,2011-03-22,1,0,3,12,0,2,1,1,0.46,0.47,0.2537,121
1843,1844,2011-03-22,1,0,3,13,0,2,1,1,0.5,0.45,0.2239,106
1844,1845,2011-03-22,1,0,3,14,0,2,1,1,0.5,0.42,0.3284,101
1845,1846,2011-03-22,1,0,3,15,0,2,1,1,0.5,0.42,0.2239,134
1846,1847,2011-03-22,1,0,3,16,0,2,1,1,0.5,0.42,0.1045,165
1847,1848,2011-03-22,1,0,3,17,0,2,1,1,0.5,0.42,0.1045,307
1848,1849,2011-03-22,1,0,3,18,0,2,1,1,0.48,0.44,0.0896,312
1849,1850,2011-03-22,1,0,3,19,0,2,1,2,0.44,0.54,0.2537,164
1850,1851,2011-03-22,1,0,3,20,0,2,1,2,0.44,0.54,0.3582,135
1851,1852,2011-03-22,1,0,3,21,0,2,1,2,0.42,0.54,0.2836,87
1852,1853,2011-03-22,1,0,3,22,0,2,1,2,0.4,0.58,0.2537,70
1853,1854,2011-03-22,1,0,3,23,0,2,1,2,0.4,0.58,0.2537,32
1854,1855,2011-03-23,1,0,3,0,0,3,1,3,0.36,0.71,0.2239,11
1855,1856,2011-03-23,1,0,3,1,0,3,1,3,0.34,0.76,0.2239,7
1856,1857,2011-03-23,1,0,3,2,0,3,1,3,0.34,0.76,0.2239,2
1857,1858,2011-03-23,1,0,3,3,0,3,1,2,0.34,0.76,0.2537,3
1858,1859,2011-03-23,1,0,3,5,0,3,1,3,0.32,0.87,0.194,10
1859,1860,2011-03-23,1,0,3,6,0,3,1,2,0.34,0.87,0.2537,44
1860,1861,2011-03-23,1,0,3,7,0,3,1,2,0.32,0.93,0.2239,118
1861,1862,2011-03-23,1,0,3,8,0,3,1,2,0.32,0.87,0.194,261
1862,1863,2011-03-23,1,0,3,9,0,3,1,2,0.32,0.81,0.2537,182
1863,1864,2011-03-23,1,0,3,10,0,3,1,2,0.34,0.81,0.2836,75
1864,1865,2011-03-23,1,0,3,11,0,3,1,2,0.34,0.87,0.194,71
1865,1866,2011-03-23,1,0,3,12,0,3,1,2,0.34,0.87,0.2239,87
1866,1867,2011-03-23,1,0,3,13,0,3,1,3,0.34,0.87,0.1343,108
1867,1868,2011-03-23,1,0,3,14,0,3,1,2,0.36,0.87,0.1045,84
1868,1869,2011-03-23,1,0,3,15,0,3,1,2,0.38,0.82,0.2239,85
1869,1870,2011-03-23,1,0,3,16,0,3,1,2,0.4,0.76,0.2239,136
1870,1871,2011-03-23,1,0,3,17,0,3,1,2,0.4,0.76,0.2239,273
1871,1872,2011-03-23,1,0,3,18,0,3,1,3,0.38,0.82,0.2537,238
1872,1873,2011-03-23,1,0,3,19,0,3,1,3,0.38,0.82,0.2537,159
1873,1874,2011-03-23,1,0,3,20,0,3,1,3,0.36,0.87,0.6418,75
1874,1875,2011-03-23,1,0,3,21,0,3,1,3,0.32,1.0,0.4179,22
1875,1876,2011-03-23,1,0,3,22,0,3,1,2,0.32,0.93,0.1642,44
1876,1877,2011-03-23,1,0,3,23,0,3,1,3,0.32,0.9,0.0,26
1877,1878,2011-03-24,1,0,3,0,0,4,1,2,0.32,0.93,0.2239,11
1878,1879,2011-03-24,1,0,3,1,0,4,1,2,0.3,1.0,0.2239,3
1879,1880,2011-03-24,1,0,3,2,0,4,1,2,0.3,1.0,0.2537,6
1880,1881,2011-03-24,1,0,3,3,0,4,1,2,0.28,1.0,0.194,1
