,index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
9438,9439,2012-02-03,0,1,2,4,0,5,1,1,0.26,0.6,0.2239,2
9439,9440,2012-02-03,0,1,2,5,0,5,1,1,0.26,0.6,0.2239,17
9440,9441,2012-02-03,0,1,2,6,0,5,1,1,0.24,0.65,0.1642,88
9441,9442,2012-02-03,0,1,2,7,0,5,1,1,0.24,0.65,0.2239,226
9442,9443,2012-02-03,0,1,2,8,0,5,1,1,0.24,0.65,0.2239,441
9443,9444,2012-02-03,0,1,2,9,0,5,1,1,0.24,0.65,0.194,270
9444,9445,2012-02-03,0,1,2,10,0,5,1,1,0.28,0.56,0.2836,129
9445,9446,2012-02-03,0,1,2,11,0,5,1,1,0.32,0.53,0.2985,164
9446,9447,2012-02-03,0,1,2,12,0,5,1,1,0.34,0.46,0.1343,216
9447,9448,2012-02-03,0,1,2,13,0,5,1,1,0.36,0.46,0.0,198
9448,9449,2012-02-03,0,1,2,14,0,5,1,1,0.36,0.46,0.2239,170
9449,9450,2012-02-03,0,1,2,15,0,5,1,1,0.38,0.4,0.0,216
9450,9451,2012-02-03,0,1,2,16,0,5,1,1,0.4,0.37,0.1045,311
9451,9452,2012-02-03,0,1,2,17,0,5,1,1,0.4,0.37,0.0896,488
9452,9453,2012-02-03,0,1,2,18,0,5,1,1,0.38,0.4,0.1343,385
9453,9454,2012-02-03,0,1,2,19,0,5,1,1,0.34,0.49,0.1045,267
9454,9455,2012-02-03,0,1,2,20,0,5,1,1,0.34,0.49,0.1045,163
9455,9456,2012-02-03,0,1,2,21,0,5,1,1,0.34,0.49,0.1045,134
9456,9457,2012-02-03,0,1,2,22,0,5,1,1,0.34,0.49,0.1045,119
9457,9458,2012-02-03,0,1,2,23,0,5,1,1,0.26,0.7,0.1045,77
9458,9459,2012-02-04,0,1,2,0,0,6,0,1,0.26,0.7,0.1045,86
9459,9460,2012-02-04,0,1,2,1,0,6,0,1,0.26,0.7,0.1045,43
9460,9461,2012-02-04,0,1,2,2,0,6,0,1,0.24,0.7,0.0896,44
9461,9462,2012-02-04,0,1,2,3,0,6,0,1,0.24,0.75,0.0,18
9462,9463,2012-02-04,0,1,2,4,0,6,0,1,0.24,0.81,0.0896,6
9463,9464,2012-02-04,0,1,2,5,0,6,0,1,0.24,0.81,0.0896,4
9464,9465,2012-02-04,0,1,2,6,0,6,0,1,0.22,0.87,0.1343,5
9465,9466,2012-02-04,0,1,2,7,0,6,0,2,0.24,0.87,0.1343,28
9466,9467,2012-02-04,0,1,2,8,0,6,0,1,0.24,0.87,0.0,90
9467,9468,2012-02-04,0,1,2,9,0,6,0,1,0.24,0.81,0.1343,157
9468,9469,2012-02-04,0,1,2,10,0,6,0,1,0.24,0.87,0.1045,224
9469,9470,2012-02-04,0,1,2,11,0,6,0,1,0.3,0.7,0.0,270
9470,9471,2012-02-04,0,1,2,12,0,6,0,2,0.3,0.7,0.0896,300
9471,9472,2012-02-04,0,1,2,13,0,6,0,2,0.3,0.7,0.194,302
9472,9473,2012-02-04,0,1,2,14,0,6,0,2,0.32,0.66,0.2239,276
9473,9474,2012-02-04,0,1,2,15,0,6,0,2,0.32,0.66,0.2239,305
9474,9475,2012-02-04,0,1,2,16,0,6,0,2,0.34,0.61,0.1642,143
9475,9476,2012-02-04,0,1,2,17,0,6,0,3,0.3,0.7,0.194,67
9476,9477,2012-02-04,0,1,2,18,0,6,0,3,0.28,0.75,0.1642,64
9477,9478,2012-02-04,0,1,2,19,0,6,0,3,0.26,0.87,0.1343,80
9478,9479,2012-02-04,0,1,2,20,0,6,0,3,0.24,0.93,0.194,77
9479,9480,2012-02-04,0,1,2,21,0,6,0,3,0.24,0.93,0.1343,78
9480,9481,2012-02-04,0,1,2,22,0,6,0,2,0.24,0.87,0.0896,95
9481,9482,2012-02-04,0,1,2,23,0,6,0,2,0.24,0.87,0.1343,70
9482,9483,2012-02-05,0,1,2,0,0,0,0,2,0.24,0.87,0.1343,61
9483,9484,2012-02-05,0,1,2,1,0,0,0,2,0.24,0.93,0.1045,51
9484,9485,2012-02-05,0,1,2,2,0,0,0,2,0.24,0.93,0.1045,63
9485,9486,2012-02-05,0,1,2,3,0,0,0,3,0.24,0.87,0.0896,17
9486,9487,2012-02-05,0,1,2,4,0,0,0,2,0.24,0.87,0.1343,9
9487,9488,2012-02-05,0,1,2,5,0,0,0,3,0.26,0.81,0.194,4
9488,9489,2012-02-05,0,1,2,6,0,0,0,2,0.26,0.7,0.2537,4
9489,9490,2012-02-05,0,1,2,7,0,0,0,2,0.24,0.75,0.1642,16
9490,9491,2012-02-05,0,1,2,8,0,0,0,2,0.24,0.75,0.1642,62
9491,9492,2012-02-05,0,1,2,9,0,0,0,2,0.24,0.7,0.2239,92
9492,9493,2012-02-05,0,1,2,10,0,0,0,2,0.26,0.65,0.2836,148
9493,9494,2012-02-05,0,1,2,11,0,0,0,2,0.26,0.7,0.194,182
9494,9495,2012-02-05,0,1,2,12,0,0,0,2,0.26,0.65,0.194,248
9495,9496,2012-02-05,0,1,2,13,0,0,0,2,0.28,0.61,0.1642,274
9496,9497,2012-02-05,0,1,2,14,0,0,0,1,0.3,0.61,0.1642,243
9497,9498,2012-02-05,0,1,2,15,0,0,0,2,0.3,0.56,0.2537,272
9498,9499,2012-02-05,0,1,2,16,0,0,0,1,0.3,0.56,0.2239,296
9499,9500,2012-02-05,0,1,2,17,0,0,0,1,0.32,0.53,0.1642,306
9500,9501,2012-02-05,0,1,2,18,0,0,0,1,0.3,0.52,0.2537,181
9501,9502,2012-02-05,0,1,2,19,0,0,0,1,0.3,0.52,0.2239,69
9502,9503,2012-02-05,0,1,2,20,0,0,0,1,0.28,0.56,0.194,50
9503,9504,2012-02-05,0,1,2,21,0,0,0,1,0.28,0.56,0.1045,66
9504,9505,2012-02-05,0,1,2,22,0,0,0,1,0.26,0.6,0.1045,191
9505,9506,2012-02-05,0,1,2,23,0,0,0,1,0.24,0.7,0.1343,42
9506,9507,2012-02-06,0,1,2,0,0,1,1,1,0.24,0.65,0.1343,21
9507,9508,2012-02-06,0,1,2,1,0,1,1,1,0.22,0.75,0.0896,6
9508,9509,2012-02-06,0,1,2,2,0,1,1,1,0.22,0.75,0.0,3
9509,9510,2012-02-06,0,1,2,4,0,1,1,1,0.18,0.8,0.1045,2
9510,9511,2012-02-06,0,1,2,5,0,1,1,1,0.18,0.8,0.1045,17
9511,9512,2012-02-06,0,1,2,6,0,1,1,1,0.16,0.86,0.1045,72
9512,9513,2012-02-06,0,1,2,7,0,1,1,1,0.16,0.86,0.1045,234
9513,9514,2012-02-06,0,1,2,8,0,1,1,1,0.16,0.86,0.1343,444
9514,9515,2012-02-06,0,1,2,9,0,1,1,1,0.18,0.8,0.1045,277
9515,9516,2012-02-06,0,1,2,10,0,1,1,1,0.22,0.75,0.1045,116
9516,9517,2012-02-06,0,1,2,11,0,1,1,1,0.26,0.7,0.1343,116
9517,9518,2012-02-06,0,1,2,12,0,1,1,1,0.32,0.61,0.1642,150
9518,9519,2012-02-06,0,1,2,13,0,1,1,1,0.38,0.4,0.2239,141
9519,9520,2012-02-06,0,1,2,14,0,1,1,1,0.4,0.35,0.1642,140
9520,9521,2012-02-06,0,1,2,15,0,1,1,1,0.42,0.32,0.2836,171
9521,9522,2012-02-06,0,1,2,16,0,1,1,1,0.4,0.43,0.2537,228
9522,9523,2012-02-06,0,1,2,17,0,1,1,1,0.4,0.43,0.2537,430
9523,9524,2012-02-06,0,1,2,18,0,1,1,1,0.38,0.43,0.2239,437
9524,9525,2012-02-06,0,1,2,19,0,1,1,1,0.36,0.43,0.2537,291
9525,9526,2012-02-06,0,1,2,20,0,1,1,1,0.34,0.46,0.1642,201
9526,9527,2012-02-06,0,1,2,21,0,1,1,1,0.32,0.57,0.1642,154
9527,9528,2012-02-06,0,1,2,22,0,1,1,1,0.3,0.65,0.1343,87
9528,9529,2012-02-06,0,1,2,23,0,1,1,1,0.3,0.65,0.1343,46
9529,9530,2012-02-07,0,1,2,0,0,2,1,1,0.3,0.7,0.194,23
9530,9531,2012-02-07,0,1,2,1,0,2,1,1,0.28,0.61,0.1343,14
9531,9532,2012-02-07,0,1,2,2,0,2,1,1,0.3,0.61,0.0,4
9532,9533,2012-02-07,0,1,2,3,0,2,1,2,0.3,0.7,0.0,2
9533,9534,2012-02-07,0,1,2,4,0,2,1,2,0.3,0.7,0.0,3
9534,9535,2012-02-07,0,1,2,5,0,2,1,1,0.32,0.49,0.0896,15
9535,9536,2012-02-07,0,1,2,6,0,2,1,1,0.32,0.45,0.2985,100
9536,9537,2012-02-07,0,1,2,7,0,2,1,1,0.32,0.45,0.0,299
9537,9538,2012-02-07,0,1,2,8,0,2,1,1,0.3,0.49,0.0,529
9538,9539,2012-02-07,0,1,2,9,0,2,1,1,0.32,0.49,0.0,289
9539,9540,2012-02-07,0,1,2,10,0,2,1,1,0.34,0.46,0.1642,116
9540,9541,2012-02-07,0,1,2,11,0,2,1,1,0.36,0.46,0.194,129
9541,9542,2012-02-07,0,1,2,12,0,2,1,1,0.4,0.4,0.3284,172
9542,9543,2012-02-07,0,1,2,13,0,2,1,1,0.44,0.38,0.2537,184
9543,9544,2012-02-07,0,1,2,14,0,2,1,1,0.44,0.38,0.2537,138
9544,9545,2012-02-07,0,1,2,15,0,2,1,1,0.44,0.38,0.194,146
9545,9546,2012-02-07,0,1,2,16,0,2,1,1,0.44,0.35,0.2537,276
9546,9547,2012-02-07,0,1,2,17,0,2,1,1,0.44,0.35,0.194,509
9547,9548,2012-02-07,0,1,2,18,0,2,1,1,0.42,0.38,0.194,518
9548,9549,2012-02-07,0,1,2,19,0,2,1,1,0.38,0.43,0.2239,338
9549,9550,2012-02-07,0,1,2,20,0,2,1,1,0.36,0.5,0.1343,212
9550,9551,2012-02-07,0,1,2,21,0,2,1,1,0.34,0.61,0.1045,190
9551,9552,2012-02-07,0,1,2,22,0,2,1,1,0.32,0.57,0.194,118
9552,9553,2012-02-07,0,1,2,23,0,2,1,1,0.32,0.57,0.1343,51
9553,9554,2012-02-08,0,1,2,0,0,3,1,1,0.3,0.56,0.2239,23
9554,9555,2012-02-08,0,1,2,1,0,3,1,1,0.28,0.61,0.1642,10
9555,9556,2012-02-08,0,1,2,2,0,3,1,1,0.26,0.65,0.0,1
9556,9557,2012-02-08,0,1,2,3,0,3,1,1,0.26,0.65,0.0,1
9557,9558,2012-02-08,0,1,2,4,0,3,1,1,0.24,0.7,0.0896,1
9558,9559,2012-02-08,0,1,2,5,0,3,1,1,0.24,0.7,0.0896,20
9559,9560,2012-02-08,0,1,2,6,0,3,1,2,0.24,0.7,0.0,98
9560,9561,2012-02-08,0,1,2,7,0,3,1,2,0.24,0.7,0.1045,281
9561,9562,2012-02-08,0,1,2,8,0,3,1,2,0.24,0.7,0.2239,508
9562,9563,2012-02-08,0,1,2,9,0,3,1,2,0.24,0.7,0.1642,253
9563,9564,2012-02-08,0,1,2,10,0,3,1,2,0.26,0.7,0.2239,108
9564,9565,2012-02-08,0,1,2,11,0,3,1,2,0.26,0.65,0.2239,102
9565,9566,2012-02-08,0,1,2,12,0,3,1,2,0.28,0.65,0.2836,138
9566,9567,2012-02-08,0,1,2,13,0,3,1,2,0.28,0.61,0.1045,126
9567,9568,2012-02-08,0,1,2,14,0,3,1,2,0.3,0.56,0.1642,108
9568,9569,2012-02-08,0,1,2,15,0,3,1,3,0.3,0.61,0.1045,54
9569,9570,2012-02-08,0,1,2,16,0,3,1,3,0.26,0.81,0.1045,75
9570,9571,2012-02-08,0,1,2,17,0,3,1,3,0.24,0.87,0.1045,155
9571,9572,2012-02-08,0,1,2,18,0,3,1,3,0.24,0.87,0.1045,167
9572,9573,2012-02-08,0,1,2,19,0,3,1,3,0.24,0.87,0.1045,161
9573,9574,2012-02-08,0,1,2,20,0,3,1,3,0.24,0.87,0.1343,125
9574,9575,2012-02-08,0,1,2,21,0,3,1,3,0.24,0.87,0.194,129
9575,9576,2012-02-08,0,1,2,22,0,3,1,2,0.24,0.87,0.1343,98
9576,9577,2012-02-08,0,1,2,23,0,3,1,2,0.24,0.87,0.1642,60
9577,9578,2012-02-09,0,1,2,0,0,4,1,2,0.24,0.87,0.1642,26
9578,9579,2012-02-09,0,1,2,1,0,4,1,2,0.24,0.87,0.1343,12
9579,9580,2012-02-09,0,1,2,2,0,4,1,1,0.22,0.8,0.1343,2
9580,9581,2012-02-09,0,1,2,3,0,4,1,1,0.22,0.8,0.2836,4
9581,9582,2012-02-09,0,1,2,4,0,4,1,2,0.22,0.75,0.4478,1
9582,9583,2012-02-09,0,1,2,5,0,4,1,1,0.2,0.75,0.2836,18
9583,9584,2012-02-09,0,1,2,6,0,4,1,1,0.2,0.75,0.2836,76
9584,9585,2012-02-09,0,1,2,7,0,4,1,1,0.2,0.69,0.2537,267
9585,9586,2012-02-09,0,1,2,8,0,4,1,1,0.2,0.64,0.2537,484
9586,9587,2012-02-09,0,1,2,9,0,4,1,1,0.2,0.59,0.2239,238
9587,9588,2012-02-09,0,1,2,10,0,4,1,1,0.22,0.51,0.2239,97
9588,9589,2012-02-09,0,1,2,11,0,4,1,1,0.24,0.52,0.2239,99
9589,9590,2012-02-09,0,1,2,12,0,4,1,1,0.26,0.48,0.3284,158
9590,9591,2012-02-09,0,1,2,13,0,4,1,1,0.3,0.42,0.3284,154
9591,9592,2012-02-09,0,1,2,14,0,4,1,1,0.32,0.39,0.2985,144
9592,9593,2012-02-09,0,1,2,15,0,4,1,1,0.32,0.36,0.2985,134
9593,9594,2012-02-09,0,1,2,16,0,4,1,1,0.34,0.36,0.0,238
9594,9595,2012-02-09,0,1,2,17,0,4,1,1,0.34,0.34,0.1343,399
9595,9596,2012-02-09,0,1,2,18,0,4,1,1,0.34,0.31,0.1642,417
9596,9597,2012-02-09,0,1,2,19,0,4,1,1,0.32,0.33,0.1045,295
9597,9598,2012-02-09,0,1,2,20,0,4,1,1,0.32,0.36,0.0,199
9598,9599,2012-02-09,0,1,2,21,0,4,1,1,0.3,0.52,0.0896,177
9599,9600,2012-02-09,0,1,2,22,0,4,1,2,0.3,0.56,0.0,107
9600,9601,2012-02-09,0,1,2,23,0,4,1,2,0.3,0.52,0.0,84
9601,9602,2012-02-10,0,1,2,0,0,5,1,2,0.28,0.65,0.0896,43
9602,9603,2012-02-10,0,1,2,1,0,5,1,2,0.28,0.61,0.0896,13
9603,9604,2012-02-10,0,1,2,2,0,5,1,1,0.26,0.52,0.0896,16
9604,9605,2012-02-10,0,1,2,3,0,5,1,1,0.26,0.56,0.0896,5
9605,9606,2012-02-10,0,1,2,4,0,5,1,1,0.26,0.56,0.0896,2
9606,9607,2012-02-10,0,1,2,5,0,5,1,1,0.24,0.52,0.2239,17
9607,9608,2012-02-10,0,1,2,6,0,5,1,1,0.2,0.59,0.194,64
9608,9609,2012-02-10,0,1,2,7,0,5,1,1,0.2,0.59,0.1642,230
9609,9610,2012-02-10,0,1,2,8,0,5,1,1,0.2,0.59,0.1642,448
9610,9611,2012-02-10,0,1,2,9,0,5,1,1,0.22,0.55,0.1642,275
9611,9612,2012-02-10,0,1,2,10,0,5,1,2,0.26,0.48,0.1343,124
9612,9613,2012-02-10,0,1,2,11,0,5,1,2,0.28,0.45,0.1045,153
9613,9614,2012-02-10,0,1,2,12,0,5,1,2,0.3,0.42,0.1343,176
9614,9615,2012-02-10,0,1,2,13,0,5,1,2,0.3,0.42,0.0896,192
9615,9616,2012-02-10,0,1,2,14,0,5,1,2,0.32,0.39,0.0896,146
9616,9617,2012-02-10,0,1,2,15,0,5,1,2,0.32,0.45,0.1343,191
9617,9618,2012-02-10,0,1,2,16,0,5,1,2,0.34,0.42,0.2537,268
9618,9619,2012-02-10,0,1,2,17,0,5,1,2,0.34,0.42,0.194,396
9619,9620,2012-02-10,0,1,2,18,0,5,1,3,0.3,0.61,0.1343,359
9620,9621,2012-02-10,0,1,2,19,0,5,1,2,0.32,0.57,0.0,262
9621,9622,2012-02-10,0,1,2,20,0,5,1,2,0.32,0.57,0.0,151
9622,9623,2012-02-10,0,1,2,21,0,5,1,2,0.32,0.66,0.0896,122
9623,9624,2012-02-10,0,1,2,22,0,5,1,2,0.32,0.66,0.0,113
9624,9625,2012-02-10,0,1,2,23,0,5,1,2,0.3,0.7,0.0896,65
9625,9626,2012-02-11,0,1,2,0,0,6,0,2,0.3,0.7,0.1343,53
9626,9627,2012-02-11,0,1,2,1,0,6,0,3,0.28,0.81,0.1343,45
9627,9628,2012-02-11,0,1,2,2,0,6,0,3,0.26,0.81,0.194,26
9628,9629,2012-02-11,0,1,2,3,0,6,0,3,0.24,0.87,0.2239,9
9629,9630,2012-02-11,0,1,2,4,0,6,0,3,0.24,0.87,0.2239,4
9630,9631,2012-02-11,0,1,2,5,0,6,0,3,0.22,0.93,0.1642,2
9631,9632,2012-02-11,0,1,2,6,0,6,0,3,0.22,0.93,0.1343,9
9632,9633,2012-02-11,0,1,2,7,0,6,0,3,0.22,0.93,0.1343,19
9633,9634,2012-02-11,0,1,2,8,0,6,0,3,0.22,0.93,0.1343,78
9634,9635,2012-02-11,0,1,2,9,0,6,0,3,0.22,0.93,0.1045,90
9635,9636,2012-02-11,0,1,2,10,0,6,0,3,0.22,0.93,0.1045,166
9636,9637,2012-02-11,0,1,2,11,0,6,0,2,0.24,0.81,0.1045,183
9637,9638,2012-02-11,0,1,2,12,0,6,0,2,0.26,0.81,0.1642,221
9638,9639,2012-02-11,0,1,2,13,0,6,0,2,0.26,0.81,0.2836,235
9639,9640,2012-02-11,0,1,2,14,0,6,0,2,0.26,0.81,0.2537,243
9640,9641,2012-02-11,0,1,2,15,0,6,0,2,0.3,0.61,0.2985,124
9641,9642,2012-02-11,0,1,2,16,0,6,0,3,0.22,0.75,0.4179,146
9642,9643,2012-02-11,0,1,2,17,0,6,0,3,0.22,0.69,0.4627,144
9643,9644,2012-02-11,0,1,2,18,0,6,0,2,0.22,0.47,0.6567,108
9644,9645,2012-02-11,0,1,2,19,0,6,0,2,0.2,0.4,0.5522,87
9645,9646,2012-02-11,0,1,2,20,0,6,0,2,0.16,0.43,0.5522,63
9646,9647,2012-02-11,0,1,2,21,0,6,0,1,0.14,0.43,0.6418,48
9647,9648,2012-02-11,0,1,2,22,0,6,0,2,0.14,0.39,0.3881,46
9648,9649,2012-02-11,0,1,2,23,0,6,0,3,0.12,0.5,0.4925,20
9649,9650,2012-02-12,0,1,2,0,0,0,0,3,0.1,0.68,0.3881,21
9650,9651,2012-02-12,0,1,2,1,0,0,0,3,0.08,0.79,0.4627,24
9651,9652,2012-02-12,0,1,2,2,0,0,0,2,0.1,0.58,0.5821,27
9652,9653,2012-02-12,0,1,2,3,0,0,0,2,0.1,0.46,0.6866,14
9653,9654,2012-02-12,0,1,2,4,0,0,0,2,0.1,0.46,0.7164,1
9654,9655,2012-02-12,0,1,2,5,0,0,0,1,0.1,0.49,0.3881,3
9655,9656,2012-02-12,0,1,2,6,0,0,0,1,0.1,0.49,0.3881,2
9656,9657,2012-02-12,0,1,2,7,0,0,0,1,0.08,0.53,0.194,18
9657,9658,2012-02-12,0,1,2,8,0,0,0,1,0.08,0.53,0.2537,26
9658,9659,2012-02-12,0,1,2,9,0,0,0,1,0.1,0.49,0.2985,63
9659,9660,2012-02-12,0,1,2,10,0,0,0,1,0.12,0.42,0.3582,91
9660,9661,2012-02-12,0,1,2,11,0,0,0,1,0.12,0.42,0.2985,124
9661,9662,2012-02-12,0,1,2,12,0,0,0,1,0.14,0.39,0.6418,140
9662,9663,2012-02-12,0,1,2,13,0,0,0,1,0.16,0.4,0.4478,138
9663,9664,2012-02-12,0,1,2,14,0,0,0,1,0.16,0.4,0.5224,111
9664,9665,2012-02-12,0,1,2,15,0,0,0,1,0.16,0.4,0.5522,155
9665,9666,2012-02-12,0,1,2,16,0,0,0,1,0.2,0.34,0.4627,164
9666,9667,2012-02-12,0,1,2,17,0,0,0,1,0.18,0.37,0.4179,87
9667,9668,2012-02-12,0,1,2,18,0,0,0,1,0.16,0.4,0.4627,96
9668,9669,2012-02-12,0,1,2,19,0,0,0,1,0.16,0.4,0.2836,80
9669,9670,2012-02-12,0,1,2,20,0,0,0,1,0.14,0.42,0.3284,57
9670,9671,2012-02-12,0,1,2,21,0,0,0,1,0.14,0.43,0.2985,36
9671,9672,2012-02-12,0,1,2,22,0,0,0,1,0.14,0.43,0.1642,28
9672,9673,2012-02-12,0,1,2,23,0,0,0,1,0.14,0.43,0.2239,23
9673,9674,2012-02-13,0,1,2,0,0,1,1,1,0.14,0.46,0.2239,9
9674,9675,2012-02-13,0,1,2,1,0,1,1,1,0.12,0.5,0.2239,6
9675,9676,2012-02-13,0,1,2,2,0,1,1,1,0.14,0.46,0.194,4
9676,9677,2012-02-13,0,1,2,3,0,1,1,1,0.12,0.54,0.1045,1
9677,9678,2012-02-13,0,1,2,4,0,1,1,1,0.12,0.54,0.0896,2
9678,9679,2012-02-13,0,1,2,5,0,1,1,1,0.1,0.58,0.1343,17
9679,9680,2012-02-13,0,1,2,6,0,1,1,1,0.1,0.54,0.2239,72
9680,9681,2012-02-13,0,1,2,7,0,1,1,1,0.1,0.54,0.194,195
9681,9682,2012-02-13,0,1,2,8,0,1,1,1,0.1,0.54,0.1343,417
9682,9683,2012-02-13,0,1,2,9,0,1,1,1,0.12,0.5,0.194,205
9683,9684,2012-02-13,0,1,2,10,0,1,1,1,0.14,0.5,0.1343,71
9684,9685,2012-02-13,0,1,2,11,0,1,1,1,0.22,0.37,0.194,90
9685,9686,2012-02-13,0,1,2,12,0,1,1,1,0.28,0.28,0.3284,118
9686,9687,2012-02-13,0,1,2,13,0,1,1,1,0.32,0.22,0.2239,140
9687,9688,2012-02-13,0,1,2,14,0,1,1,1,0.34,0.23,0.1045,135
9688,9689,2012-02-13,0,1,2,15,0,1,1,1,0.36,0.27,0.1343,155
9689,9690,2012-02-13,0,1,2,16,0,1,1,1,0.36,0.23,0.194,211
9690,9691,2012-02-13,0,1,2,17,0,1,1,1,0.36,0.23,0.194,407
9691,9692,2012-02-13,0,1,2,18,0,1,1,1,0.34,0.25,0.2537,405
9692,9693,2012-02-13,0,1,2,19,0,1,1,1,0.34,0.25,0.1343,263
9693,9694,2012-02-13,0,1,2,20,0,1,1,1,0.3,0.42,0.1642,214
9694,9695,2012-02-13,0,1,2,21,0,1,1,1,0.28,0.45,0.1343,147
9695,9696,2012-02-13,0,1,2,22,0,1,1,1,0.26,0.56,0.1045,102
9696,9697,2012-02-13,0,1,2,23,0,1,1,1,0.28,0.41,0.0,36
9697,9698,2012-02-14,0,1,2,0,0,2,1,2,0.26,0.6,0.0,14
9698,9699,2012-02-14,0,1,2,1,0,2,1,2,0.26,0.56,0.0,6
9699,9700,2012-02-14,0,1,2,2,0,2,1,2,0.28,0.41,0.0,3
9700,9701,2012-02-14,0,1,2,3,0,2,1,2,0.26,0.52,0.0,3
9701,9702,2012-02-14,0,1,2,4,0,2,1,2,0.26,0.65,0.1045,2
9702,9703,2012-02-14,0,1,2,5,0,2,1,2,0.26,0.65,0.1045,22
9703,9704,2012-02-14,0,1,2,6,0,2,1,2,0.26,0.56,0.0,90
9704,9705,2012-02-14,0,1,2,7,0,2,1,2,0.24,0.6,0.0896,280
9705,9706,2012-02-14,0,1,2,8,0,2,1,2,0.24,0.7,0.0,513
9706,9707,2012-02-14,0,1,2,9,0,2,1,2,0.26,0.56,0.0896,262
9707,9708,2012-02-14,0,1,2,10,0,2,1,2,0.26,0.6,0.1343,98
9708,9709,2012-02-14,0,1,2,11,0,2,1,2,0.3,0.45,0.1642,112
9709,9710,2012-02-14,0,1,2,12,0,2,1,2,0.3,0.52,0.2239,172
9710,9711,2012-02-14,0,1,2,13,0,2,1,2,0.36,0.4,0.2537,173
9711,9712,2012-02-14,0,1,2,14,0,2,1,1,0.4,0.4,0.2239,124
9712,9713,2012-02-14,0,1,2,15,0,2,1,2,0.42,0.38,0.4478,145
9713,9714,2012-02-14,0,1,2,16,0,2,1,1,0.42,0.35,0.2985,266
9714,9715,2012-02-14,0,1,2,17,0,2,1,1,0.42,0.38,0.3582,523
9715,9716,2012-02-14,0,1,2,18,0,2,1,2,0.38,0.46,0.2985,406
9716,9717,2012-02-14,0,1,2,19,0,2,1,2,0.36,0.5,0.1642,281
9717,9718,2012-02-14,0,1,2,20,0,2,1,2,0.38,0.46,0.1343,184
9718,9719,2012-02-14,0,1,2,21,0,2,1,2,0.36,0.5,0.1045,109
9719,9720,2012-02-14,0,1,2,22,0,2,1,2,0.36,0.5,0.1045,77
9720,9721,2012-02-14,0,1,2,23,0,2,1,2,0.36,0.5,0.0896,57
9721,9722,2012-02-15,0,1,2,0,0,3,1,1,0.32,0.57,0.0,22
9722,9723,2012-02-15,0,1,2,1,0,3,1,1,0.34,0.53,0.0,5
9723,9724,2012-02-15,0,1,2,2,0,3,1,1,0.3,0.61,0.0,4
9724,9725,2012-02-15,0,1,2,3,0,3,1,1,0.28,0.75,0.0,3
9725,9726,2012-02-15,0,1,2,4,0,3,1,1,0.28,0.7,0.1045,1
9726,9727,2012-02-15,0,1,2,5,0,3,1,1,0.28,0.7,0.1045,25
9727,9728,2012-02-15,0,1,2,6,0,3,1,1,0.3,0.61,0.1343,95
9728,9729,2012-02-15,0,1,2,7,0,3,1,2,0.3,0.65,0.194,321
9729,9730,2012-02-15,0,1,2,8,0,3,1,1,0.32,0.61,0.3582,515
9730,9731,2012-02-15,0,1,2,9,0,3,1,1,0.32,0.61,0.3284,231
9731,9732,2012-02-15,0,1,2,10,0,3,1,1,0.34,0.57,0.2985,120
9732,9733,2012-02-15,0,1,2,11,0,3,1,1,0.36,0.53,0.2836,138
9733,9734,2012-02-15,0,1,2,12,0,3,1,1,0.38,0.46,0.3881,163
9734,9735,2012-02-15,0,1,2,13,0,3,1,1,0.4,0.43,0.2836,170
9735,9736,2012-02-15,0,1,2,14,0,3,1,1,0.42,0.41,0.3582,134
9736,9737,2012-02-15,0,1,2,15,0,3,1,1,0.42,0.41,0.2239,171
9737,9738,2012-02-15,0,1,2,16,0,3,1,1,0.42,0.38,0.194,231
9738,9739,2012-02-15,0,1,2,17,0,3,1,1,0.42,0.38,0.194,487
9739,9740,2012-02-15,0,1,2,18,0,3,1,1,0.4,0.4,0.2239,468
9740,9741,2012-02-15,0,1,2,19,0,3,1,1,0.38,0.43,0.1642,311
9741,9742,2012-02-15,0,1,2,20,0,3,1,1,0.36,0.46,0.1642,211
9742,9743,2012-02-15,0,1,2,21,0,3,1,1,0.34,0.53,0.1642,178
9743,9744,2012-02-15,0,1,2,22,0,3,1,1,0.34,0.49,0.1045,107
9744,9745,2012-02-15,0,1,2,23,0,3,1,1,0.34,0.53,0.0896,58
9745,9746,2012-02-16,0,1,2,0,0,4,1,2,0.3,0.7,0.1343,23
9746,9747,2012-02-16,0,1,2,1,0,4,1,2,0.3,0.7,0.0,5
9747,9748,2012-02-16,0,1,2,2,0,4,1,2,0.3,0.7,0.0896,7
9748,9749,2012-02-16,0,1,2,3,0,4,1,2,0.3,0.61,0.0,1
9749,9750,2012-02-16,0,1,2,4,0,4,1,3,0.3,0.7,0.0896,3
9750,9751,2012-02-16,0,1,2,5,0,4,1,2,0.3,0.7,0.0,20
9751,9752,2012-02-16,0,1,2,6,0,4,1,2,0.3,0.7,0.0896,87
9752,9753,2012-02-16,0,1,2,7,0,4,1,2,0.3,0.7,0.1343,288
9753,9754,2012-02-16,0,1,2,8,0,4,1,2,0.3,0.7,0.0896,498
9754,9755,2012-02-16,0,1,2,9,0,4,1,2,0.3,0.7,0.1642,202
9755,9756,2012-02-16,0,1,2,10,0,4,1,3,0.32,0.7,0.1343,44
